Id,DateTime,Time,TimeMin,Device,Channel,Sensor,Calibration,User,Value,Oxygen Unit,Temp,Temperature Unit,Pressure,Pressure Unit,Mode,Salinity [pmil],Error
10394062,4/5/22 11:50,11:50:00 AM,0.506,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,209.609,µmol/L,22.744,°C,1015,hPa,Humid,32,0
10394065,4/5/22 11:50,11:50:00 AM,0.523,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,209.686,µmol/L,22.746,°C,1015,hPa,Humid,32,0
10394067,4/5/22 11:50,11:50:00 AM,0.54,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,209.56,µmol/L,22.743,°C,1015,hPa,Humid,32,0
10394068,4/5/22 11:50,11:50:00 AM,0.556,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,209.694,µmol/L,22.757,°C,1015,hPa,Humid,32,0
10394071,4/5/22 11:50,11:50:00 AM,0.573,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,209.669,µmol/L,22.752,°C,1015,hPa,Humid,32,0
10394073,4/5/22 11:50,11:50:00 AM,0.59,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,209.713,µmol/L,22.738,°C,1015,hPa,Humid,32,0
10394075,4/5/22 11:50,11:50:00 AM,0.606,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,209.768,µmol/L,22.738,°C,1015,hPa,Humid,32,0
10394077,4/5/22 11:50,11:50:00 AM,0.623,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,209.943,µmol/L,22.746,°C,1015,hPa,Humid,32,0
10394079,4/5/22 11:50,11:50:00 AM,0.639,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,209.798,µmol/L,22.742,°C,1015,hPa,Humid,32,0
10394081,4/5/22 11:50,11:50:00 AM,0.656,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,209.8,µmol/L,22.745,°C,1015,hPa,Humid,32,0
10394083,4/5/22 11:50,11:50:00 AM,0.673,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,209.954,µmol/L,22.729,°C,1015,hPa,Humid,32,0
10394085,4/5/22 11:50,11:50:00 AM,0.69,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,209.893,µmol/L,22.733,°C,1015,hPa,Humid,32,0
10394086,4/5/22 11:51,11:51:00 AM,0.706,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,209.727,µmol/L,22.73,°C,1015,hPa,Humid,32,0
10394089,4/5/22 11:51,11:51:00 AM,0.723,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,209.708,µmol/L,22.733,°C,1015,hPa,Humid,32,0
10394091,4/5/22 11:51,11:51:00 AM,0.74,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,209.671,µmol/L,22.739,°C,1015,hPa,Humid,32,0
10394093,4/5/22 11:51,11:51:00 AM,0.756,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,209.822,µmol/L,22.726,°C,1015,hPa,Humid,32,0
10394095,4/5/22 11:51,11:51:00 AM,0.773,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,209.745,µmol/L,22.733,°C,1015,hPa,Humid,32,0
10394096,4/5/22 11:51,11:51:00 AM,0.789,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,209.692,µmol/L,22.733,°C,1015,hPa,Humid,32,0
10394099,4/5/22 11:51,11:51:00 AM,0.806,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,209.758,µmol/L,22.728,°C,1015,hPa,Humid,32,0
10394101,4/5/22 11:51,11:51:00 AM,0.823,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,209.755,µmol/L,22.728,°C,1015,hPa,Humid,32,0
10394103,4/5/22 11:51,11:51:00 AM,0.84,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,209.91,µmol/L,22.718,°C,1015,hPa,Humid,32,0
10394104,4/5/22 11:51,11:51:00 AM,0.856,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,209.944,µmol/L,22.715,°C,1015,hPa,Humid,32,0
10394106,4/5/22 11:51,11:51:00 AM,0.873,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,209.973,µmol/L,22.722,°C,1015,hPa,Humid,32,0
10394109,4/5/22 11:51,11:51:00 AM,0.89,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,209.829,µmol/L,22.725,°C,1015,hPa,Humid,32,0
10394111,4/5/22 11:51,11:51:00 AM,0.906,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,209.82,µmol/L,22.721,°C,1015,hPa,Humid,32,0
10394113,4/5/22 11:51,11:51:00 AM,0.923,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,209.853,µmol/L,22.727,°C,1015,hPa,Humid,32,0
10394114,4/5/22 11:51,11:51:00 AM,0.939,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,209.779,µmol/L,22.718,°C,1015,hPa,Humid,32,0
10394116,4/5/22 11:51,11:51:00 AM,0.956,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,209.676,µmol/L,22.72,°C,1015,hPa,Humid,32,0
10394119,4/5/22 11:51,11:51:00 AM,0.973,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,209.749,µmol/L,22.717,°C,1015,hPa,Humid,32,0
10394121,4/5/22 11:51,11:51:00 AM,0.99,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,209.591,µmol/L,22.731,°C,1015,hPa,Humid,32,0
10394123,4/5/22 11:51,11:51:00 AM,1.007,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,209.773,µmol/L,22.71,°C,1015,hPa,Humid,32,0
10394124,4/5/22 11:51,11:51:00 AM,1.023,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,209.819,µmol/L,22.699,°C,1015,hPa,Humid,32,0
10394126,4/5/22 11:51,11:51:00 AM,1.039,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,209.783,µmol/L,22.705,°C,1015,hPa,Humid,32,0
10394129,4/5/22 11:51,11:51:00 AM,1.056,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,209.732,µmol/L,22.711,°C,1015,hPa,Humid,32,0
10394131,4/5/22 11:51,11:51:00 AM,1.073,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,209.821,µmol/L,22.705,°C,1015,hPa,Humid,32,0
10394133,4/5/22 11:51,11:51:00 AM,1.09,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,209.717,µmol/L,22.707,°C,1015,hPa,Humid,32,0
10394134,4/5/22 11:51,11:51:00 AM,1.106,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,209.732,µmol/L,22.699,°C,1015,hPa,Humid,32,0
10394136,4/5/22 11:51,11:51:00 AM,1.123,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,209.841,µmol/L,22.696,°C,1015,hPa,Humid,32,0
10394139,4/5/22 11:51,11:51:00 AM,1.14,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,209.704,µmol/L,22.7,°C,1015,hPa,Humid,32,0
10394141,4/5/22 11:51,11:51:00 AM,1.157,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,209.69,µmol/L,22.687,°C,1015,hPa,Humid,32,0
10394142,4/5/22 11:51,11:51:00 AM,1.173,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,209.719,µmol/L,22.686,°C,1015,hPa,Humid,32,0
10394144,4/5/22 11:51,11:51:00 AM,1.189,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,209.6,µmol/L,22.696,°C,1015,hPa,Humid,32,0
10394147,4/5/22 11:51,11:51:00 AM,1.206,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,209.497,µmol/L,22.714,°C,1015,hPa,Humid,32,0
10394149,4/5/22 11:51,11:51:00 AM,1.223,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,208.968,µmol/L,22.711,°C,1015,hPa,Humid,32,0
10394151,4/5/22 11:51,11:51:00 AM,1.24,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,208.757,µmol/L,22.701,°C,1015,hPa,Humid,32,0
10394152,4/5/22 11:51,11:51:00 AM,1.256,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,208.86,µmol/L,22.699,°C,1015,hPa,Humid,32,0
10394154,4/5/22 11:51,11:51:00 AM,1.273,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,217.664,µmol/L,22.689,°C,1015,hPa,Humid,32,0
10394157,4/5/22 11:51,11:51:00 AM,1.29,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,216.495,µmol/L,22.696,°C,1015,hPa,Humid,32,0
10394159,4/5/22 11:51,11:51:00 AM,1.307,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,216.174,µmol/L,22.693,°C,1015,hPa,Humid,32,0
10394160,4/5/22 11:51,11:51:00 AM,1.323,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,215.755,µmol/L,22.69,°C,1015,hPa,Humid,32,0
10394162,4/5/22 11:51,11:51:00 AM,1.339,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,215.486,µmol/L,22.688,°C,1015,hPa,Humid,32,0
10394164,4/5/22 11:51,11:51:00 AM,1.356,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,215.238,µmol/L,22.686,°C,1015,hPa,Humid,32,0
10394167,4/5/22 11:51,11:51:00 AM,1.373,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,215.048,µmol/L,22.686,°C,1015,hPa,Humid,32,0
10394169,4/5/22 11:51,11:51:00 AM,1.39,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,214.992,µmol/L,22.677,°C,1015,hPa,Humid,32,0
10394170,4/5/22 11:51,11:51:00 AM,1.406,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,214.75,µmol/L,22.673,°C,1015,hPa,Humid,32,0
10394172,4/5/22 11:51,11:51:00 AM,1.423,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,214.649,µmol/L,22.69,°C,1015,hPa,Humid,32,0
10394175,4/5/22 11:51,11:51:00 AM,1.44,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,214.523,µmol/L,22.686,°C,1015,hPa,Humid,32,0
10394177,4/5/22 11:51,11:51:00 AM,1.457,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,214.339,µmol/L,22.694,°C,1015,hPa,Humid,32,0
10394178,4/5/22 11:51,11:51:00 AM,1.473,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,214.299,µmol/L,22.673,°C,1015,hPa,Humid,32,0
10394180,4/5/22 11:51,11:51:00 AM,1.489,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,214.231,µmol/L,22.681,°C,1015,hPa,Humid,32,0
10394182,4/5/22 11:51,11:51:00 AM,1.506,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,213.964,µmol/L,22.688,°C,1015,hPa,Humid,32,0
10394185,4/5/22 11:51,11:51:00 AM,1.523,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,213.757,µmol/L,22.704,°C,1015,hPa,Humid,32,0
10394187,4/5/22 11:51,11:51:00 AM,1.54,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,213.722,µmol/L,22.701,°C,1015,hPa,Humid,32,0
10394188,4/5/22 11:51,11:51:00 AM,1.556,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,213.822,µmol/L,22.687,°C,1015,hPa,Humid,32,0
10394190,4/5/22 11:51,11:51:00 AM,1.573,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,213.525,µmol/L,22.693,°C,1015,hPa,Humid,32,0
10394193,4/5/22 11:51,11:51:00 AM,1.59,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,213.408,µmol/L,22.7,°C,1015,hPa,Humid,32,0
10394195,4/5/22 11:51,11:51:00 AM,1.607,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,213.354,µmol/L,22.694,°C,1015,hPa,Humid,32,0
10394197,4/5/22 11:51,11:51:00 AM,1.623,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,213.357,µmol/L,22.693,°C,1015,hPa,Humid,32,0
10394198,4/5/22 11:51,11:51:00 AM,1.639,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,213.228,µmol/L,22.696,°C,1015,hPa,Humid,32,0
10394200,4/5/22 11:51,11:51:00 AM,1.656,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,213.357,µmol/L,22.678,°C,1015,hPa,Humid,32,0
10394203,4/5/22 11:51,11:51:00 AM,1.673,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,213.176,µmol/L,22.683,°C,1015,hPa,Humid,32,0
10394205,4/5/22 11:51,11:51:00 AM,1.69,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,213.015,µmol/L,22.694,°C,1015,hPa,Humid,32,0
10394207,4/5/22 11:52,11:52:00 AM,1.706,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,213.028,µmol/L,22.674,°C,1015,hPa,Humid,32,0
10394209,4/5/22 11:52,11:52:00 AM,1.723,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,213.013,µmol/L,22.664,°C,1015,hPa,Humid,32,0
10394211,4/5/22 11:52,11:52:00 AM,1.74,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,212.775,µmol/L,22.682,°C,1015,hPa,Humid,32,0
10394213,4/5/22 11:52,11:52:00 AM,1.756,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,212.702,µmol/L,22.691,°C,1015,hPa,Humid,32,0
10394215,4/5/22 11:52,11:52:00 AM,1.773,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,212.651,µmol/L,22.684,°C,1015,hPa,Humid,32,0
10394217,4/5/22 11:52,11:52:00 AM,1.789,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,212.98,µmol/L,22.654,°C,1015,hPa,Humid,32,0
10394219,4/5/22 11:52,11:52:00 AM,1.806,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,212.93,µmol/L,22.632,°C,1015,hPa,Humid,32,0
10394221,4/5/22 11:52,11:52:00 AM,1.823,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,212.832,µmol/L,22.642,°C,1015,hPa,Humid,32,0
10394223,4/5/22 11:52,11:52:00 AM,1.84,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,212.873,µmol/L,22.632,°C,1015,hPa,Humid,32,0
10394225,4/5/22 11:52,11:52:00 AM,1.856,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,212.834,µmol/L,22.623,°C,1015,hPa,Humid,32,0
10394226,4/5/22 11:52,11:52:00 AM,1.873,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,212.852,µmol/L,22.593,°C,1015,hPa,Humid,32,0
10394228,4/5/22 11:52,11:52:00 AM,1.89,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,212.904,µmol/L,22.575,°C,1015,hPa,Humid,32,0
10394231,4/5/22 11:52,11:52:00 AM,1.906,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,201.84,µmol/L,24.432,°C,1015,hPa,Humid,32,0
10394233,4/5/22 11:52,11:52:00 AM,1.923,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,198.466,µmol/L,25.018,°C,1015,hPa,Humid,32,0
10394235,4/5/22 11:52,11:52:00 AM,1.939,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,195.827,µmol/L,25.472,°C,1015,hPa,Humid,32,0
10394236,4/5/22 11:52,11:52:00 AM,1.956,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,195.129,µmol/L,25.569,°C,1015,hPa,Humid,32,0
10394239,4/5/22 11:52,11:52:00 AM,1.973,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,194.5,µmol/L,25.654,°C,1015,hPa,Humid,32,0
10394241,4/5/22 11:52,11:52:00 AM,1.99,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,194.101,µmol/L,25.71,°C,1015,hPa,Humid,32,0
10394243,4/5/22 11:52,11:52:00 AM,2.007,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,193.905,µmol/L,25.73,°C,1015,hPa,Humid,32,0
10394245,4/5/22 11:52,11:52:00 AM,2.023,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,193.612,µmol/L,25.752,°C,1015,hPa,Humid,32,0
10394247,4/5/22 11:52,11:52:00 AM,2.039,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,193.433,µmol/L,25.76,°C,1015,hPa,Humid,32,0
10394249,4/5/22 11:52,11:52:00 AM,2.056,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,193.334,µmol/L,25.76,°C,1015,hPa,Humid,32,0
10394251,4/5/22 11:52,11:52:00 AM,2.073,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,193.129,µmol/L,25.754,°C,1015,hPa,Humid,32,0
10394253,4/5/22 11:52,11:52:00 AM,2.09,SABD0000000001 (OXY-10 ST),2,OXY-CH2 (PSt7-10),19/12/20 11:14:07,default,193.02,µmol/L,25.771,°C,1015,hPa,Humid,32,0
