"","fragment_ID","micromol.cm2.h","mtORF","Temp.Cat","Timepoint","measure"
"76","POC-178",0.57538638201279,"Haplotype_1a","30","May","Photo"
"77","POC-178",0.572416108320371,"Haplotype_1a","32","May","Photo"
"78","POC-178",-0.0117883793326835,"Haplotype_1a","36","May","Photo"
"79","POC-179",0.541735384353419,"P_verrucosa_Haplotype_3b","22","May","Photo"
"80","POC-179",0.930220303149785,"P_verrucosa_Haplotype_3b","25","May","Photo"
"81","POC-179",1.55334009976628,"P_verrucosa_Haplotype_3b","28","May","Photo"
"82","POC-179",0.969412974558142,"P_verrucosa_Haplotype_3b","30","May","Photo"
"83","POC-179",0.326243780565098,"P_verrucosa_Haplotype_3b","32","May","Photo"
"84","POC-179",-0.157194095321066,"P_verrucosa_Haplotype_3b","36","May","Photo"
"85","POC-181",0.513489701793017,"P_verrucosa_Haplotype_3b","22","May","Photo"
"86","POC-181",0.455120618740818,"P_verrucosa_Haplotype_3b","25","May","Photo"
"87","POC-181",0.89844890166027,"P_verrucosa_Haplotype_3b","28","May","Photo"
"88","POC-181",0.828051828046802,"P_verrucosa_Haplotype_3b","30","May","Photo"
"89","POC-181",0.664513059907547,"P_verrucosa_Haplotype_3b","32","May","Photo"
"90","POC-181",0.513870146759658,"P_verrucosa_Haplotype_3b","36","May","Photo"
"91","POC-183",0.558069750121371,"P_verrucosa_Haplotype_3b","22","May","Photo"
"92","POC-183",0.966693246589772,"P_verrucosa_Haplotype_3b","25","May","Photo"
"93","POC-183",1.12461322232292,"P_verrucosa_Haplotype_3b","28","May","Photo"
"94","POC-183",1.55080245678992,"P_verrucosa_Haplotype_3b","30","May","Photo"
"95","POC-183",0.94398676942883,"P_verrucosa_Haplotype_3b","32","May","Photo"
"96","POC-183",1.00179953439846,"P_verrucosa_Haplotype_3b","36","May","Photo"
