"","Species","Number","Temp.Cat","Light_Value","micromol.L.s","Run","Treatment","Chamber.Vol.L","Date","micromol.s","micromol.s.blank","micromol.s.adj","surface.area.cm2","micromol.cm2.s","micromol.cm2.h","fragment_ID...1","Morphology...3","fragment_ID...4","site","species","Morphology...7","mtORF","TPCBASS","group","quant25","quant75","IQRbyGroup","upper","lower","Season"
"26","POC","159","36","620",-0.00235293619424026,"TPCBASS_Run20","Field",0.525,2022-12-11,-0.00123529150197614,-0.00793488949196743,0.0066995979899913,174.343026896235,3.84276796684202e-05,0.138339646806313,"POC-159","grandis","POC-159","Manava","Pocillopora","grandis","Haplotype_1a","Yes","Haplotype_1a_36",-0.0271774646695788,0.0500670435125478,0.0772445081821267,0.165933805785738,-0.143044226942769,"Dec"
"27","POC","162","22","620",0.00449688153310113,"TPCBASS_Run6","Field",0.6,2022-12-08,0.00269812891986068,0.000380946016790769,0.00231718290306991,56.639844985343,4.09108270629896e-05,0.147278977426763,"POC-162","meandrina","POC-162","Manava","Pocillopora","meandrina","P_verrucosa_Haplotype_3b","Yes","P_verrucosa_Haplotype_3b_22",0.247582657167487,0.438463623735073,0.190880966567586,0.724785073586451,-0.0387387926838914,"Dec"
"28","POC","162","25","620",0.0231724277660326,"TPCBASS_Run6","Field",0.572,2022-12-08,0.0132546286821706,0.000380946016790769,0.0128736826653799,179.914515566635,7.15544414236651e-05,0.257595989125195,"POC-162","meandrina","POC-162","Manava","Pocillopora","meandrina","P_verrucosa_Haplotype_3b","Yes","P_verrucosa_Haplotype_3b_25",0.166082673296665,0.34279929131553,0.176716618018865,0.607874218343828,-0.0989922537316336,"Dec"
"29","POC","162","28","620",0.0102291809954751,"TPCBASS_Run7","Field",0.59,2022-12-08,0.00603521678733033,-0.00013267760892876,0.0061678943962591,87.5243176149622,7.04706367822592e-05,0.253694292416133,"POC-162","meandrina","POC-162","Manava","Pocillopora","meandrina","P_verrucosa_Haplotype_3b","Yes","P_verrucosa_Haplotype_3b_28",0.279750687967484,0.481497269197476,0.201746581229992,0.784117141042463,-0.0228691838775036,"Dec"
"30","POC","162","30","620",0.00707592872244036,"TPCBASS_Run7","Field",0.605,2022-12-08,0.00428093687707642,-0.00013267760892876,0.00441361448600518,72.7401311431133,6.06764713871847e-05,0.218435296993865,"POC-162","meandrina","POC-162","Manava","Pocillopora","meandrina","P_verrucosa_Haplotype_3b","Yes","P_verrucosa_Haplotype_3b_30",0.229845772503588,0.290068835812352,0.0602230633087635,0.380403430775497,0.139511177540443,"Dec"
"31","POC","162","32","620",0.0112336833622926,"TPCBASS_Run8","Field",0.59,2022-12-08,0.00662787318375263,-0.00125140690969279,0.00787928009344542,126.39312833917,6.23394657366319e-05,0.224422076651875,"POC-162","meandrina","POC-162","Manava","Pocillopora","meandrina","P_verrucosa_Haplotype_3b","Yes","P_verrucosa_Haplotype_3b_32",0.220640305025261,0.304356932692989,0.0837166276677284,0.429931874194581,0.095065363523668,"Dec"
"32","POC","162","36","620",-0.00428682055749131,"TPCBASS_Run8","Field",0.595,2022-12-08,-0.00255065823170733,-0.00125140690969279,-0.00129925132201454,67.3002524413053,-1.93052964124862e-05,-0.0694990670849502,"POC-162","meandrina","POC-162","Manava","Pocillopora","meandrina","P_verrucosa_Haplotype_3b","Yes","P_verrucosa_Haplotype_3b_36",-0.197893568712842,-0.0625548789311429,0.135338689781699,0.140453155741406,-0.400901603385391,"Dec"
"33","POC","165","22","620",0.00977419634597594,"TPCBASS_Run6","Field",0.597,2022-12-08,0.00583519521854763,0.000380946016790769,0.00545424920175686,68.1776522319195,8.00005430401619e-05,0.288001954944583,"POC-165","grandis","POC-165","Manava","Pocillopora","grandis","Haplotype_1a","Yes","Haplotype_1a_22",0.256217592667856,0.424148571388708,0.167930978720852,0.676045039469985,0.00432112458657874,"Dec"
"34","POC","165","25","620",0.00676099365750517,"TPCBASS_Run6","Field",0.596,2022-12-08,0.00402955221987308,0.000380946016790769,0.00364860620308231,70.0640617817399,5.20752881048813e-05,0.187471037177573,"POC-165","grandis","POC-165","Manava","Pocillopora","grandis","Haplotype_1a","Yes","Haplotype_1a_25",0.150996721301454,0.3270268202876,0.176030098986146,0.591071968766819,-0.113048427177764,"Dec"
"35","POC","165","28","620",0.0158757467532468,"TPCBASS_Run7","Field",0.607,2022-12-08,0.00963657827922083,-0.00013267760892876,0.00976925588814958,57.4733747864265,0.000169978810613655,0.611923718209157,"POC-165","grandis","POC-165","Manava","Pocillopora","grandis","Haplotype_1a","Yes","Haplotype_1a_28",0.343528163587777,0.597429153191409,0.253900989603632,0.978280637596858,-0.0373233208176707,"Dec"
"36","POC","165","30","620",0.00922037549407127,"TPCBASS_Run7","Field",0.595,2022-12-08,0.00548612341897241,-0.00013267760892876,0.00561880102790117,101.825934201973,5.51804515415119e-05,0.198649625549443,"POC-165","grandis","POC-165","Manava","Pocillopora","grandis","Haplotype_1a","Yes","Haplotype_1a_30",0.224384122640618,0.381374658351005,0.156990535710387,0.616860461916585,-0.0111016809249621,"Dec"
"37","POC","165","32","620",0.0125475580844004,"TPCBASS_Run8","Field",0.585,2022-12-08,0.00734032147937422,-0.00125140690969279,0.008591728389067,117.970090349274,7.28297178007531e-05,0.262186984082711,"POC-165","grandis","POC-165","Manava","Pocillopora","grandis","Haplotype_1a","Yes","Haplotype_1a_32",0.183103012278472,0.267725992986219,0.0846229807077471,0.394660464047839,0.0561685412168509,"Dec"
"38","POC","165","36","620",-0.00143936478569227,"TPCBASS_Run8","Field",0.598,2022-12-08,-0.00086074014184398,-0.00125140690969279,0.000390666767848805,65.852542786792,5.93244772815608e-06,0.0213568118213619,"POC-165","grandis","POC-165","Manava","Pocillopora","grandis","Haplotype_1a","Yes","Haplotype_1a_36",-0.0271774646695788,0.0500670435125478,0.0772445081821267,0.165933805785738,-0.143044226942769,"Dec"
"39","POC","167","22","620",0.00757672473867592,"TPCBASS_Run6","Field",0.598,2022-12-08,0.0045308813937282,0.000380946016790769,0.00414993537693743,54.0515156030311,7.67774100437012e-05,0.276398676157324,"POC-167","grandis","POC-167","Manava","Pocillopora","grandis","Haplotype_1a","Yes","Haplotype_1a_22",0.256217592667856,0.424148571388708,0.167930978720852,0.676045039469985,0.00432112458657874,"Dec"
"40","POC","167","25","620",0.00645078274205788,"TPCBASS_Run6","Field",0.607,2022-12-08,0.00391562512442913,0.000380946016790769,0.00353467910763836,40.671168796165,8.69087172132524e-05,0.312871381967709,"POC-167","grandis","POC-167","Manava","Pocillopora","grandis","Haplotype_1a","Yes","Haplotype_1a_25",0.150996721301454,0.3270268202876,0.176030098986146,0.591071968766819,-0.113048427177764,"Dec"
"41","POC","167","28","620",0.00768446651530819,"TPCBASS_Run7","Field",0.606,2022-12-08,0.00465678670827676,-0.00013267760892876,0.00478946431720553,41.3292186391255,0.000115885673015638,0.417188422856298,"POC-167","grandis","POC-167","Manava","Pocillopora","grandis","Haplotype_1a","Yes","Haplotype_1a_28",0.343528163587777,0.597429153191409,0.253900989603632,0.978280637596858,-0.0373233208176707,"Dec"
"42","POC","167","30","620",0.00211467901196597,"TPCBASS_Run7","Field",0.6,2022-12-08,0.00126880740717958,-0.00013267760892876,0.00140148501610834,38.0828394138532,3.68009591112193e-05,0.13248345280039,"POC-167","grandis","POC-167","Manava","Pocillopora","grandis","Haplotype_1a","Yes","Haplotype_1a_30",0.224384122640618,0.381374658351005,0.156990535710387,0.616860461916585,-0.0111016809249621,"Dec"
"43","POC","167","32","620",0.00204895701198034,"TPCBASS_Run8","Field",0.604,2022-12-08,0.00123757003523613,-0.00125140690969279,0.00248897694492891,32.6868307015761,7.61461693136526e-05,0.27412620952915,"POC-167","grandis","POC-167","Manava","Pocillopora","grandis","Haplotype_1a","Yes","Haplotype_1a_32",0.183103012278472,0.267725992986219,0.0846229807077471,0.394660464047839,0.0561685412168509,"Dec"
"44","POC","167","36","620",-0.00305577326237702,"TPCBASS_Run8","Field",0.585,2022-12-08,-0.00178762735849056,-0.00125140690969279,-0.000536220448797774,71.0292015514155,-7.54929574154967e-06,-0.0271774646695788,"POC-167","grandis","POC-167","Manava","Pocillopora","grandis","Haplotype_1a","Yes","Haplotype_1a_36",-0.0271774646695788,0.0500670435125478,0.0772445081821267,0.165933805785738,-0.143044226942769,"Dec"
"45","POC","168","22","620",0.00534771834713565,"TPCBASS_Run11","Field",0.599,2022-12-09,0.00320328328993425,-0.0002502378368045,0.00345352112673875,48.5238969221619,7.11715535188489e-05,0.256217592667856,"POC-168","grandis","POC-168","Manava","Pocillopora","grandis","Haplotype_1a","Yes","Haplotype_1a_22",0.256217592667856,0.424148571388708,0.167930978720852,0.676045039469985,0.00432112458657874,"Dec"
"46","POC","168","25","620",0.0109268847795162,"TPCBASS_Run11","Field",0.607,2022-12-09,0.00663261906116636,-0.0002502378368045,0.00688285689797086,54.9289153936456,0.000125304802555179,0.451097289198643,"POC-168","grandis","POC-168","Manava","Pocillopora","grandis","Haplotype_1a","Yes","Haplotype_1a_25",0.150996721301454,0.3270268202876,0.176030098986146,0.591071968766819,-0.113048427177764,"Dec"
"47","POC","168","28","620",0.0101079111873453,"TPCBASS_Run9","Field",0.598,2022-12-09,0.00604453089003246,-0.00016305526578113,0.00620758615581359,69.3621419492487,8.94953065370385e-05,0.322183103533339,"POC-168","grandis","POC-168","Manava","Pocillopora","grandis","Haplotype_1a","Yes","Haplotype_1a_28",0.343528163587777,0.597429153191409,0.253900989603632,0.978280637596858,-0.0373233208176707,"Dec"
"48","POC","168","30","620",0.0266199696356276,"TPCBASS_Run9","Field",0.587,2022-12-09,0.0156259221761134,-0.00016305526578113,0.0157889774418946,120.953249637362,0.000130537852345699,0.469936268444518,"POC-168","grandis","POC-168","Manava","Pocillopora","grandis","Haplotype_1a","Yes","Haplotype_1a_30",0.224384122640618,0.381374658351005,0.156990535710387,0.616860461916585,-0.0111016809249621,"Dec"
"49","POC","168","32","620",0.00432729049066433,"TPCBASS_Run10","Field",0.595,2022-12-09,0.00257473784194527,-0.00136702938721774,0.00394176722916301,65.0190129857085,6.06248395377739e-05,0.218249422335986,"POC-168","grandis","POC-168","Manava","Pocillopora","grandis","Haplotype_1a","Yes","Haplotype_1a_32",0.183103012278472,0.267725992986219,0.0846229807077471,0.394660464047839,0.0561685412168509,"Dec"
"50","POC","168","36","620",-0.000259812819058431,"TPCBASS_Run10","Field",0.604,2022-12-09,-0.000156926942711292,-0.00136702938721774,0.00121010244450645,62.8255135091731,1.92613219839383e-05,0.0693407591421778,"POC-168","grandis","POC-168","Manava","Pocillopora","grandis","Haplotype_1a","Yes","Haplotype_1a_36",-0.0271774646695788,0.0500670435125478,0.0772445081821267,0.165933805785738,-0.143044226942769,"Dec"
"51","POC","169","22","620",0.0121887194201149,"TPCBASS_Run11","Field",0.587,2022-12-09,0.00715477829960742,-0.0002502378368045,0.00740501613641192,108.581912589702,6.81975106148038e-05,0.245511038213294,"POC-169","meandrina","POC-169","Manava","Pocillopora","meandrina","P_verrucosa_Haplotype_3b","Yes","P_verrucosa_Haplotype_3b_22",0.247582657167487,0.438463623735073,0.190880966567586,0.724785073586451,-0.0387387926838914,"Dec"
"52","POC","169","25","620",0.00548829737335818,"TPCBASS_Run11","Field",0.605,2022-12-09,0.0033204199108817,-0.0002502378368045,0.0035706577476862,31.3707310156548,0.000113821311524566,0.409756721488437,"POC-169","meandrina","POC-169","Manava","Pocillopora","meandrina","P_verrucosa_Haplotype_3b","Yes","P_verrucosa_Haplotype_3b_25",0.166082673296665,0.34279929131553,0.176716618018865,0.607874218343828,-0.0989922537316336,"Dec"
"53","POC","169","28","620",0.0112267153818049,"TPCBASS_Run9","Field",0.6,2022-12-09,0.00673602922908292,-0.00016305526578113,0.00689908449486405,69.0111820330029,9.99705307404347e-05,0.359893910665565,"POC-169","meandrina","POC-169","Manava","Pocillopora","meandrina","P_verrucosa_Haplotype_3b","Yes","P_verrucosa_Haplotype_3b_28",0.279750687967484,0.481497269197476,0.201746581229992,0.784117141042463,-0.0228691838775036,"Dec"
"54","POC","169","30","620",0.00894485027223227,"TPCBASS_Run9","Field",0.603,2022-12-09,0.00539374471415606,-0.00016305526578113,0.00555679997993719,62.5622935719887,8.88202727661052e-05,0.319752981957979,"POC-169","meandrina","POC-169","Manava","Pocillopora","meandrina","P_verrucosa_Haplotype_3b","Yes","P_verrucosa_Haplotype_3b_30",0.229845772503588,0.290068835812352,0.0602230633087635,0.380403430775497,0.139511177540443,"Dec"
"55","POC","169","32","620",0.00698651957919353,"TPCBASS_Run10","Field",0.61,2022-12-09,0.00426177694330805,-0.00136702938721774,0.00562880633052579,52.2528460322722,0.00010772248323181,0.387800939634516,"POC-169","meandrina","POC-169","Manava","Pocillopora","meandrina","P_verrucosa_Haplotype_3b","Yes","P_verrucosa_Haplotype_3b_32",0.220640305025261,0.304356932692989,0.0837166276677284,0.429931874194581,0.095065363523668,"Dec"
"56","POC","169","36","620",-0.00409717216673903,"TPCBASS_Run10","Field",0.595,2022-12-09,-0.00243781743920972,-0.00136702938721774,-0.00107078805199198,69.3182719597181,-1.54474141048154e-05,-0.0556106907773356,"POC-169","meandrina","POC-169","Manava","Pocillopora","meandrina","P_verrucosa_Haplotype_3b","Yes","P_verrucosa_Haplotype_3b_36",-0.197893568712842,-0.0625548789311429,0.135338689781699,0.140453155741406,-0.400901603385391,"Dec"
"57","POC","174","22","620",0.00404140123034858,"TPCBASS_Run15","Field",0.61,2022-12-11,0.00246525475051264,-0.000104401266968326,0.00256965601748096,69.0989220120642,3.71880767840678e-05,0.133877076422644,"POC-174","meandrina","POC-174","Manava","Pocillopora","meandrina","Haplotype_1a","No","Haplotype_1a_22",0.256217592667856,0.424148571388708,0.167930978720852,0.676045039469985,0.00432112458657874,"Dec"
"58","POC","174","25","620",0.00463193144065233,"TPCBASS_Run16","Field",0.604,2022-12-11,0.00279768659015401,-0.000413376978829279,0.00321106356898329,76.5568202322847,4.19435336948484e-05,0.150996721301454,"POC-174","meandrina","POC-174","Manava","Pocillopora","meandrina","Haplotype_1a","No","Haplotype_1a_25",0.150996721301454,0.3270268202876,0.176030098986146,0.591071968766819,-0.113048427177764,"Dec"
"59","POC","174","28","620",0.0012818099547511,"TPCBASS_Run18","Field",0.606,2022-12-11,0.000776776832579165,-0.00122254755826864,0.0019993243908478,62.1674636662123,3.21603017549906e-05,0.115777086317966,"POC-174","meandrina","POC-174","Manava","Pocillopora","meandrina","Haplotype_1a","No","Haplotype_1a_28",0.343528163587777,0.597429153191409,0.253900989603632,0.978280637596858,-0.0373233208176707,"Dec"
"60","POC","174","30","620",0.00506659451659469,"TPCBASS_Run17","Field",0.6,2022-12-11,0.00303995670995681,-0.00192588765306123,0.00496584436301804,79.6715894889653,6.23289229557272e-05,0.224384122640618,"POC-174","meandrina","POC-174","Manava","Pocillopora","meandrina","Haplotype_1a","No","Haplotype_1a_30",0.224384122640618,0.381374658351005,0.156990535710387,0.616860461916585,-0.0111016809249621,"Dec"
"61","POC","174","32","620",-0.00068142353770263,"TPCBASS_Run19","Field",0.609,2022-12-11,-0.000414986934460902,-0.00346795647036396,0.00305296953590306,60.3687940954534,5.05719814624057e-05,0.18205913326466,"POC-174","meandrina","POC-174","Manava","Pocillopora","meandrina","Haplotype_1a","No","Haplotype_1a_32",0.183103012278472,0.267725992986219,0.0846229807077471,0.394660464047839,0.0561685412168509,"Dec"
"62","POC","175","22","620",0.005677009333679,"TPCBASS_Run15","Field",0.611,2022-12-11,0.00346865270287787,-0.000104401266968326,0.00357305396984619,24.088312753557,0.00014833143385348,0.53399316187253,"POC-175","verrucosa","POC-175","Manava","Pocillopora","verrucosa","P_verrucosa_Haplotype_3b","Yes","P_verrucosa_Haplotype_3b_22",0.247582657167487,0.438463623735073,0.190880966567586,0.724785073586451,-0.0387387926838914,"Dec"
"63","POC","175","25","620",0.00293364904472425,"TPCBASS_Run16","Field",0.608,2022-12-11,0.00178365861919234,-0.000413376978829279,0.00219703559802162,21.1051534654688,0.000104099484593481,0.374758144536531,"POC-175","verrucosa","POC-175","Manava","Pocillopora","verrucosa","P_verrucosa_Haplotype_3b","Yes","P_verrucosa_Haplotype_3b_25",0.166082673296665,0.34279929131553,0.176716618018865,0.607874218343828,-0.0989922537316336,"Dec"
"64","POC","175","28","620",0.00351080192076836,"TPCBASS_Run18","Field",0.604,2022-12-11,0.00212052436014409,-0.00122254755826864,0.00334307191841273,39.3550691102437,8.49464120885653e-05,0.305807083518835,"POC-175","verrucosa","POC-175","Manava","Pocillopora","verrucosa","P_verrucosa_Haplotype_3b","Yes","P_verrucosa_Haplotype_3b_28",0.279750687967484,0.481497269197476,0.201746581229992,0.784117141042463,-0.0228691838775036,"Dec"
"65","POC","175","30","620",0.00318014433155941,"TPCBASS_Run17","Field",0.6,2022-12-11,0.00190808659893565,-0.00192588765306123,0.00383397425199688,57.2101548492423,6.70156244481422e-05,0.241256248013312,"POC-175","verrucosa","POC-175","Manava","Pocillopora","verrucosa","P_verrucosa_Haplotype_3b","Yes","P_verrucosa_Haplotype_3b_30",0.229845772503588,0.290068835812352,0.0602230633087635,0.380403430775497,0.139511177540443,"Dec"
