"","fragment_ID","micromol.cm2.h","mtORF","Temp.Cat","Timepoint","measure"
"75","POC-178",0.370542716820176,"Haplotype_1a","28","Dec","Photo"
"76","POC-178",0.280840736843971,"Haplotype_1a","30","Dec","Photo"
"77","POC-178",0.183103012278472,"Haplotype_1a","32","Dec","Photo"
"78","POC-178",0.0500670435125478,"Haplotype_1a","36","Dec","Photo"
"79","POC-179",0.480732227982019,"P_verrucosa_Haplotype_3b","22","Dec","Photo"
"80","POC-179",0.310840438094529,"P_verrucosa_Haplotype_3b","25","Dec","Photo"
"81","POC-179",0.523711938675479,"P_verrucosa_Haplotype_3b","28","Dec","Photo"
"82","POC-179",0.260384689666725,"P_verrucosa_Haplotype_3b","30","Dec","Photo"
"83","POC-179",0.225446365476035,"P_verrucosa_Haplotype_3b","32","Dec","Photo"
"84","POC-179",-0.19709716077017,"P_verrucosa_Haplotype_3b","36","Dec","Photo"
"85","POC-181",0.249654276121681,"P_verrucosa_Haplotype_3b","22","Dec","Photo"
"86","POC-181",0.175280177310366,"P_verrucosa_Haplotype_3b","25","Dec","Photo"
"87","POC-181",0.235486913837012,"P_verrucosa_Haplotype_3b","28","Dec","Photo"
"88","POC-181",0.167903039277328,"P_verrucosa_Haplotype_3b","30","Dec","Photo"
"89","POC-181",0.213417977911829,"P_verrucosa_Haplotype_3b","32","Dec","Photo"
"90","POC-181",-0.198689976655515,"P_verrucosa_Haplotype_3b","36","Dec","Photo"
"91","POC-183",0.396195019488126,"P_verrucosa_Haplotype_3b","22","Dec","Photo"
"92","POC-183",0.156885169282963,"P_verrucosa_Haplotype_3b","25","Dec","Photo"
"93","POC-183",0.598398798763614,"P_verrucosa_Haplotype_3b","28","Dec","Photo"
"94","POC-183",0.246899173279656,"P_verrucosa_Haplotype_3b","30","Dec","Photo"
"95","POC-183",0.216858533398646,"P_verrucosa_Haplotype_3b","32","Dec","Photo"
"96","POC-183",-0.271415682555267,"P_verrucosa_Haplotype_3b","36","Dec","Photo"
